NAME,County,State,variable,estimate,Sex,Age,HI_Coverage
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_013,1223,Male,26 to 34 years,Yes
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_014,213,Male,26 to 34 years,No
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_016,1572,Male,35 to 44 years,Yes
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_017,110,Male,35 to 44 years,No
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_019,2199,Male,45 to 54 years,Yes
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_020,244,Male,45 to 54 years,No
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_022,3031,Male,55 to 64 years,Yes
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_023,158,Male,55 to 64 years,No
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_025,2514,Male,65 to 74 years,Yes
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_026,5,Male,65 to 74 years,No
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_028,1626,Male,75 years and over,Yes
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_029,0,Male,75 years and over,No
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_032,732,Female,Under 6 years,Yes
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_033,22,Female,Under 6 years,No
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_035,2254,Female,6 to 18 years,Yes
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_036,68,Female,6 to 18 years,No
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_038,970,Female,19 to 25 years,Yes
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_039,31,Female,19 to 25 years,No
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_041,1444,Female,26 to 34 years,Yes
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_042,51,Female,26 to 34 years,No
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_044,1576,Female,35 to 44 years,Yes
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_045,126,Female,35 to 44 years,No
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_047,2364,Female,45 to 54 years,Yes
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_048,139,Female,45 to 54 years,No
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_050,3021,Female,55 to 64 years,Yes
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_051,211,Female,55 to 64 years,No
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_053,2455,Female,65 to 74 years,Yes
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_054,3,Female,65 to 74 years,No
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_056,1949,Female,75 years and over,Yes
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_057,0,Female,75 years and over,No
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_004,7264,Male,Under 6 years,Yes
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_005,265,Male,Under 6 years,No
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_007,15872,Male,6 to 18 years,Yes
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_008,604,Male,6 to 18 years,No
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_010,7098,Male,19 to 25 years,Yes
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_011,937,Male,19 to 25 years,No
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_013,10318,Male,26 to 34 years,Yes
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_014,1080,Male,26 to 34 years,No
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_016,11051,Male,35 to 44 years,Yes
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_017,920,Male,35 to 44 years,No
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_019,12405,Male,45 to 54 years,Yes
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_020,432,Male,45 to 54 years,No
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_022,11627,Male,55 to 64 years,Yes
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_023,434,Male,55 to 64 years,No
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_025,6947,Male,65 to 74 years,Yes
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_026,0,Male,65 to 74 years,No
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_028,4260,Male,75 years and over,Yes
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_029,0,Male,75 years and over,No
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_032,6833,Female,Under 6 years,Yes
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_033,267,Female,Under 6 years,No
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_035,15011,Female,6 to 18 years,Yes
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_036,456,Female,6 to 18 years,No
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_038,7222,Female,19 to 25 years,Yes
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_039,603,Female,19 to 25 years,No
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_041,9920,Female,26 to 34 years,Yes
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_042,801,Female,26 to 34 years,No
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_044,11038,Female,35 to 44 years,Yes
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_045,641,Female,35 to 44 years,No
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_047,12625,Female,45 to 54 years,Yes
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_048,467,Female,45 to 54 years,No
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_050,11838,Female,55 to 64 years,Yes
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_051,503,Female,55 to 64 years,No
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_053,7583,Female,65 to 74 years,Yes
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_054,8,Female,65 to 74 years,No
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_056,6066,Female,75 years and over,Yes
"Outagamie County, Wisconsin",Outagamie, Wisconsin,B27001_057,22,Female,75 years and over,No
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_004,2626,Male,Under 6 years,Yes
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_005,184,Male,Under 6 years,No
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_007,7625,Male,6 to 18 years,Yes
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_008,103,Male,6 to 18 years,No
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_010,3343,Male,19 to 25 years,Yes
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_011,280,Male,19 to 25 years,No
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_013,3451,Male,26 to 34 years,Yes
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_014,326,Male,26 to 34 years,No
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_016,4760,Male,35 to 44 years,Yes
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_017,214,Male,35 to 44 years,No
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_019,5972,Male,45 to 54 years,Yes
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_020,251,Male,45 to 54 years,No
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_022,6385,Male,55 to 64 years,Yes
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_023,255,Male,55 to 64 years,No
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_025,4455,Male,65 to 74 years,Yes
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_026,0,Male,65 to 74 years,No
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_028,2844,Male,75 years and over,Yes
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_029,19,Male,75 years and over,No
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_032,2571,Female,Under 6 years,Yes
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_033,30,Female,Under 6 years,No
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_035,7358,Female,6 to 18 years,Yes
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_036,138,Female,6 to 18 years,No
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_038,3224,Female,19 to 25 years,Yes
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_039,209,Female,19 to 25 years,No
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_041,3524,Female,26 to 34 years,Yes
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_042,209,Female,26 to 34 years,No
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_044,4860,Female,35 to 44 years,Yes
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_045,174,Female,35 to 44 years,No
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_047,6286,Female,45 to 54 years,Yes
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_048,268,Female,45 to 54 years,No
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_050,6764,Female,55 to 64 years,Yes
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_051,276,Female,55 to 64 years,No
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_053,4763,Female,65 to 74 years,Yes
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_054,0,Female,65 to 74 years,No
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_056,4012,Female,75 years and over,Yes
"Ozaukee County, Wisconsin",Ozaukee, Wisconsin,B27001_057,22,Female,75 years and over,No
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_004,202,Male,Under 6 years,Yes
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_005,51,Male,Under 6 years,No
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_007,577,Male,6 to 18 years,Yes
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_008,43,Male,6 to 18 years,No
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_010,201,Male,19 to 25 years,Yes
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_011,46,Male,19 to 25 years,No
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_013,228,Male,26 to 34 years,Yes
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_014,74,Male,26 to 34 years,No
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_016,370,Male,35 to 44 years,Yes
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_017,33,Male,35 to 44 years,No
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_019,447,Male,45 to 54 years,Yes
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_020,42,Male,45 to 54 years,No
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_022,548,Male,55 to 64 years,Yes
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_023,56,Male,55 to 64 years,No
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_025,424,Male,65 to 74 years,Yes
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_026,0,Male,65 to 74 years,No
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_028,303,Male,75 years and over,Yes
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_029,0,Male,75 years and over,No
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_032,174,Female,Under 6 years,Yes
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_033,44,Female,Under 6 years,No
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_035,473,Female,6 to 18 years,Yes
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_036,55,Female,6 to 18 years,No
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_038,174,Female,19 to 25 years,Yes
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_039,56,Female,19 to 25 years,No
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_041,287,Female,26 to 34 years,Yes
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_042,39,Female,26 to 34 years,No
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_044,348,Female,35 to 44 years,Yes
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_045,18,Female,35 to 44 years,No
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_047,466,Female,45 to 54 years,Yes
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_048,33,Female,45 to 54 years,No
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_050,572,Female,55 to 64 years,Yes
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_051,31,Female,55 to 64 years,No
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_053,400,Female,65 to 74 years,Yes
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_054,2,Female,65 to 74 years,No
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_056,360,Female,75 years and over,Yes
"Pepin County, Wisconsin",Pepin, Wisconsin,B27001_057,0,Female,75 years and over,No
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_004,1185,Male,Under 6 years,Yes
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_005,61,Male,Under 6 years,No
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_007,3528,Male,6 to 18 years,Yes
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_008,175,Male,6 to 18 years,No
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_010,2664,Male,19 to 25 years,Yes
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_011,186,Male,19 to 25 years,No
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_013,1779,Male,26 to 34 years,Yes
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_014,234,Male,26 to 34 years,No
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_016,2223,Male,35 to 44 years,Yes
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_017,146,Male,35 to 44 years,No
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_019,2665,Male,45 to 54 years,Yes
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_020,148,Male,45 to 54 years,No
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_022,2703,Male,55 to 64 years,Yes
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_023,121,Male,55 to 64 years,No
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_025,1758,Male,65 to 74 years,Yes
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_026,12,Male,65 to 74 years,No
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_028,988,Male,75 years and over,Yes
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_029,0,Male,75 years and over,No
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_032,1179,Female,Under 6 years,Yes
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_033,42,Female,Under 6 years,No
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_035,3452,Female,6 to 18 years,Yes
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_036,112,Female,6 to 18 years,No
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_038,3136,Female,19 to 25 years,Yes
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_039,248,Female,19 to 25 years,No
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_041,1738,Female,26 to 34 years,Yes
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_042,186,Female,26 to 34 years,No
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_044,2340,Female,35 to 44 years,Yes
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_045,81,Female,35 to 44 years,No
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_047,2585,Female,45 to 54 years,Yes
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_048,147,Female,45 to 54 years,No
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_050,2654,Female,55 to 64 years,Yes
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_051,142,Female,55 to 64 years,No
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_053,1604,Female,65 to 74 years,Yes
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_054,14,Female,65 to 74 years,No
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_056,1093,Female,75 years and over,Yes
"Pierce County, Wisconsin",Pierce, Wisconsin,B27001_057,0,Female,75 years and over,No
"Polk County, Wisconsin",Polk, Wisconsin,B27001_004,1270,Male,Under 6 years,Yes
"Polk County, Wisconsin",Polk, Wisconsin,B27001_005,86,Male,Under 6 years,No
"Polk County, Wisconsin",Polk, Wisconsin,B27001_007,3504,Male,6 to 18 years,Yes
"Polk County, Wisconsin",Polk, Wisconsin,B27001_008,179,Male,6 to 18 years,No
"Polk County, Wisconsin",Polk, Wisconsin,B27001_010,1251,Male,19 to 25 years,Yes
"Polk County, Wisconsin",Polk, Wisconsin,B27001_011,207,Male,19 to 25 years,No
"Polk County, Wisconsin",Polk, Wisconsin,B27001_013,1650,Male,26 to 34 years,Yes
"Polk County, Wisconsin",Polk, Wisconsin,B27001_014,293,Male,26 to 34 years,No
"Polk County, Wisconsin",Polk, Wisconsin,B27001_016,2266,Male,35 to 44 years,Yes
"Polk County, Wisconsin",Polk, Wisconsin,B27001_017,269,Male,35 to 44 years,No
"Polk County, Wisconsin",Polk, Wisconsin,B27001_019,2973,Male,45 to 54 years,Yes
"Polk County, Wisconsin",Polk, Wisconsin,B27001_020,221,Male,45 to 54 years,No
"Polk County, Wisconsin",Polk, Wisconsin,B27001_022,3285,Male,55 to 64 years,Yes
"Polk County, Wisconsin",Polk, Wisconsin,B27001_023,258,Male,55 to 64 years,No
"Polk County, Wisconsin",Polk, Wisconsin,B27001_025,2421,Male,65 to 74 years,Yes
"Polk County, Wisconsin",Polk, Wisconsin,B27001_026,6,Male,65 to 74 years,No
"Polk County, Wisconsin",Polk, Wisconsin,B27001_028,1515,Male,75 years and over,Yes
"Polk County, Wisconsin",Polk, Wisconsin,B27001_029,0,Male,75 years and over,No
"Polk County, Wisconsin",Polk, Wisconsin,B27001_032,1245,Female,Under 6 years,Yes
"Polk County, Wisconsin",Polk, Wisconsin,B27001_033,102,Female,Under 6 years,No
"Polk County, Wisconsin",Polk, Wisconsin,B27001_035,3216,Female,6 to 18 years,Yes
"Polk County, Wisconsin",Polk, Wisconsin,B27001_036,199,Female,6 to 18 years,No
"Polk County, Wisconsin",Polk, Wisconsin,B27001_038,1273,Female,19 to 25 years,Yes
"Polk County, Wisconsin",Polk, Wisconsin,B27001_039,188,Female,19 to 25 years,No
"Polk County, Wisconsin",Polk, Wisconsin,B27001_041,1638,Female,26 to 34 years,Yes
"Polk County, Wisconsin",Polk, Wisconsin,B27001_042,221,Female,26 to 34 years,No
"Polk County, Wisconsin",Polk, Wisconsin,B27001_044,2172,Female,35 to 44 years,Yes
"Polk County, Wisconsin",Polk, Wisconsin,B27001_045,245,Female,35 to 44 years,No
"Polk County, Wisconsin",Polk, Wisconsin,B27001_047,2935,Female,45 to 54 years,Yes
"Polk County, Wisconsin",Polk, Wisconsin,B27001_048,189,Female,45 to 54 years,No
"Polk County, Wisconsin",Polk, Wisconsin,B27001_050,3291,Female,55 to 64 years,Yes
"Polk County, Wisconsin",Polk, Wisconsin,B27001_051,178,Female,55 to 64 years,No
"Polk County, Wisconsin",Polk, Wisconsin,B27001_053,2419,Female,65 to 74 years,Yes
"Polk County, Wisconsin",Polk, Wisconsin,B27001_054,0,Female,65 to 74 years,No
"Polk County, Wisconsin",Polk, Wisconsin,B27001_056,1725,Female,75 years and over,Yes
"Polk County, Wisconsin",Polk, Wisconsin,B27001_057,2,Female,75 years and over,No
"Portage County, Wisconsin",Portage, Wisconsin,B27001_004,2116,Male,Under 6 years,Yes
"Portage County, Wisconsin",Portage, Wisconsin,B27001_005,83,Male,Under 6 years,No
"Portage County, Wisconsin",Portage, Wisconsin,B27001_007,5568,Male,6 to 18 years,Yes
"Portage County, Wisconsin",Portage, Wisconsin,B27001_008,110,Male,6 to 18 years,No
"Portage County, Wisconsin",Portage, Wisconsin,B27001_010,5111,Male,19 to 25 years,Yes
"Portage County, Wisconsin",Portage, Wisconsin,B27001_011,631,Male,19 to 25 years,No
"Portage County, Wisconsin",Portage, Wisconsin,B27001_013,3294,Male,26 to 34 years,Yes
"Portage County, Wisconsin",Portage, Wisconsin,B27001_014,487,Male,26 to 34 years,No
"Portage County, Wisconsin",Portage, Wisconsin,B27001_016,3518,Male,35 to 44 years,Yes
"Portage County, Wisconsin",Portage, Wisconsin,B27001_017,283,Male,35 to 44 years,No
"Portage County, Wisconsin",Portage, Wisconsin,B27001_019,4214,Male,45 to 54 years,Yes
"Portage County, Wisconsin",Portage, Wisconsin,B27001_020,235,Male,45 to 54 years,No
"Portage County, Wisconsin",Portage, Wisconsin,B27001_022,4393,Male,55 to 64 years,Yes
"Portage County, Wisconsin",Portage, Wisconsin,B27001_023,234,Male,55 to 64 years,No
"Portage County, Wisconsin",Portage, Wisconsin,B27001_025,3155,Male,65 to 74 years,Yes
"Portage County, Wisconsin",Portage, Wisconsin,B27001_026,6,Male,65 to 74 years,No
"Portage County, Wisconsin",Portage, Wisconsin,B27001_028,1885,Male,75 years and over,Yes
"Portage County, Wisconsin",Portage, Wisconsin,B27001_029,0,Male,75 years and over,No
"Portage County, Wisconsin",Portage, Wisconsin,B27001_032,1995,Female,Under 6 years,Yes
"Portage County, Wisconsin",Portage, Wisconsin,B27001_033,51,Female,Under 6 years,No
"Portage County, Wisconsin",Portage, Wisconsin,B27001_035,5190,Female,6 to 18 years,Yes
